"","date","Total.Tested","positive","Recovered","deaths","hospitalized","new.hospital","ICU","Admit","RMCC6.Hospitalized","RMCC6.ICU","RMCC6.Admit","RMCC6.Leave","negative","Percent.Pos","discharged","never_hospitalized","New.Positive","New.Negative","New.Percent.Positive","Week.Positivity.Rate","Total.Daily.Tests","Still.Sick","Percent.Hospitalized","New.Deaths","Bremer.Positive","Butler.P","BlackHawk.P","Bremer.Recovered","Butler.R","BlackHawk.R","Bremer.Death","Butler.D","BlackHawk.D","Bremer.SS","Butler.SS","BlackHawk.SS","Knights.Positive","Knights.Isolation","Kights.Quarantine","TotalTested2","TotalPositive2","TotalRecovered2","TotalDeaths2","New.Positive.Tests","Individuals.Reported","Individuals.Positive","X","Bremer.Rep","Bremer.Pos","Black.Hawk.Rep","Black.Hawk.Pos","Butler.Rep","Butler.Pos","Bremer.Pct","Black.Hawk.Pct","Butler.Pct","State.7Day","State.14Day","Bremer.7Day","Black.Hawk.7Day","Butler.7Day","Bremer.School","Black.Hawk.School","Butler.School","Total.Tests","Positive.Tests","PCR.Individuals","Antigen.Individuals","Positive.PCR.Individuals","Positive.Antigen.Individuals","Individuals.Tested","Individuals.Postive","Bremer.Total.Tests","Bremer.Positive.Tests","Bremer.PCR.Individuals","Bremer.Antigen.Individuals","Bremer.Positive.PCR.Individuals","Bremer.Positive.Antigen.Individuals","Bremer.Individuals.Tested","Bremer.Individuals.Postive","Butler.Total.Tests","Butler.Positive.Tests","Butler.PCR.Individuals","ButlerAntigen.Individuals","Positive.Butler.PCR.Individuals","Positive.ButlerAntigen.Individuals","Butler.Individuals.Tested","Butler.Individuals.Postive","Black.Hawk.Total.Tests","Black.Hawk.Positive.Tests","BH.PCR.Individuals","BH.Antigen.Individuals","Positive.BH.PCR.Individuals","Positive.BH.Antigen.Individuals","Positive.Positive.BH.PCR.Individuals","Positive.Positive.BH.Antigen.Individuals","time.change","np_day","New.Bremer.Positive.Tests"
"488",2021-07-18,1812651,375960,858342,6158,88,4,23,16,NA,NA,NA,NA,1436691,NA,NA,NA,101,495,NA,NA,596,2462,3.57432981316003,0,2921,1674,16615,2833,1624,15887,62,35,316,26,50,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,NA
"489",2021-07-19,1813360,376101,858342,6158,88,NA,23,13,NA,NA,NA,NA,1437259,NA,NA,NA,141,568,NA,NA,709,2567,3.42812621737437,0,2922,1675,16630,2834,1624,15897,62,35,316,26,51,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,141,NA
"490",2021-07-20,1814783,376350,858342,6158,95,7,27,18,NA,NA,NA,NA,1438433,NA,NA,NA,249,1174,NA,NA,1423,2710,3.50553505535055,0,2924,1677,16662,2835,1625,15920,62,35,316,27,52,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,249,NA
"491",2021-07-21,1816265,376674,858342,6158,101,6,31,26,17,6,2,NA,1439591,NA,NA,NA,324,1158,NA,NA,1482,2958,3.41446923597025,0,2927,1678,16680,2836,1625,15935,62,35,316,29,53,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,324,NA
"493",2021-07-28,1826331,378831,858342,6170,157,56,54,34,17,5,1,-1,1447500,NA,NA,NA,2157,7909,NA,NA,10066,4559,3.44373766176793,12,2946,1691,16850,2842,1628,16030,63,35,319,41,63,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,308.142857142857,NA
"494",2021-08-02,1826330,378831,858342,6183,158,NA,40,30,16,6,2,3,1447499,NA,NA,NA,0,-1,NA,NA,-1,4553,3.4702394025917,13,2946,1691,16850,2842,1628,16030,63,35,319,41,63,501,NA,NA,NA,NA,NA,NA,NA,NA,39341,2328,0.059174907,282,19,522,170,171,14,0.067375887,0.325670498,0.081871345,NA,NA,NA,NA,NA,NA,NA,NA,5318317,410166,1520705,305625,312177,66654,1826330,378831,44323,3084,9799,3556,2276,670,13355,2946,32019,1786,5722,1942,1219,472,7664,1691,240960,18430,71524,5671,15959,891,77195,16850,5,0,NA
"495",2021-08-04,1838685,382401,858342,6193,201,44,54,34,NA,NA,NA,NA,1456284,NA,NA,NA,3570,8784,NA,NA,12354,7595,2.64647794601712,10,2969,1719,17114,2844,1632,16110,63,35,320,62,87,684,NA,NA,NA,NA,NA,NA,NA,NA,53445,3822,0.07151277,336,28,660,264,310,27,0.083333333,0.4,0.087096774,NA,NA,NA,NA,NA,NA,NA,NA,5371762,413988,1529873,308811,314928,67473,1838684,382401,44659,3112,9853,3570,2293,673,13423,2966,32329,1813,5754,1977,1230,489,7731,1719,244506,18727,72095,5760,16218,896,77855,17114,2,1785,NA
"499",2021-08-11,1854609,387273,858342,6210,355,141,103,62,74,19,18,6,1467336,NA,NA,NA,4872,11052,NA,NA,15924,11516,3.08266759291421,17,2992,1756,17408,2855,1633,16232,63,36,320,74,123,856,NA,NA,NA,NA,NA,NA,NA,NA,69659,5250,0.075367146,468,23,822,294,516,40,0.049145299,0.357664234,0.07751938,NA,NA,NA,NA,NA,NA,NA,NA,5441421,419238,1541795,312813,318584,68689,1854608,387273,45127,3135,9928,3597,2308,684,13525,2992,32845,1853,5843,1967,1257,499,7810,1756,249343,19047,72841,5836,16503,905,78677,17408,7,696,NA
"501",2021-08-18,1871216,392970,858342,6226,396,NA,99,64,115,22,17,11,1478246,NA,NA,NA,5697,10910,NA,NA,16607,15751,2.51412608723256,16,3023,1793,17762,2862,1641,16362,63,36,324,98,152,1076,NA,NA,NA,NA,NA,NA,NA,NA,79001,6125,0.077530664,661,34,851,354,459,39,0.051437216,0.415981199,0.08496732,NA,NA,NA,NA,NA,NA,NA,NA,5520422,425363,1553703,317513,322974,69996,1871216,392970,45788,3169,9993,3670,2328,695,13663,3023,33304,1892,5854,2028,1277,516,7882,1793,253792,19438,73637,5891,16848,914,79528,17762,7,813.857142857143,NA
"503",2021-08-25,1890758,400082,858342,6268,498,NA,133,89,108,20,22,22,1490676,NA,NA,NA,7112,12430,NA,NA,19542,20565,2.42159008023341,42,3077,1827,18159,2886,1654,16533,64,36,328,127,173,1298,NA,NA,NA,NA,NA,NA,NA,NA,172239,13744,0.079796097,882,53,1056,397,485,36,0.060090703,0.37594697,0.074226804,NA,NA,NA,NA,NA,NA,NA,NA,5613660,432982,1567512,323246,328341,71741,1890758,400082,46670,3222,10107,3722,2366,711,13829,3077,33789,1928,5905,2050,1301,526,7955,1827,259133,19860,74499,6085,17233,926,80584,18159,7,1016,NA
"505",2021-09-01,1912356,408390,858342,6307,524,NA,143,79,131,24,18,18,1503966,NA,NA,NA,8308,13290,NA,NA,21598,25129,2.08524016077042,39,3131,1847,18512,2904,1683,16807,65,36,330,162,164,1375,2,2,3,NA,NA,NA,NA,NA,195774,16526,0.084413661,852,54,997,353,547,21,0.063380282,0.354062187,0.038391225,NA,NA,NA,NA,NA,NA,NA,NA,5716196,441889,1582989,329367,334523,73867,1912356,408390,47522,3276,10203,3769,2399,732,13972,3131,34336,1949,5962,2063,1313,534,8025,1847,263672,20232,75458,6123,17570,942,81581,18512,7,1186.85714285714,NA
"509",2021-09-07,1935943,416794,858342,6337,578,NA,158,86,138,23,20,11,1519149,NA,NA,NA,8404,15183,NA,NA,23587,29616,1.95164775796867,30,3179,1863,18794,2926,1719,17046,65,36,332,188,144,1416,2,2,5,NA,NA,NA,NA,NA,205537,17933,0.087249498,788,57,1122,282,511,17,0.072335025,0.251336898,0.033268102,NA,NA,NA,NA,NA,NA,NA,NA,5819197,450915,1600146,335796,340657,76137,1935942,416794,48310,3333,10315,3824,2441,747,14139,3188,34847,1966,6003,2105,1322,541,8108,1863,267891,20565,76539,6164,17850,944,82703,18794,6,1400.66666666667,NA
"511",2021-09-14,1967386,428517,858342,6401,565,NA,158,68,119,23,13,NA,1538869,NA,NA,NA,11723,19720,NA,NA,31443,35294,1.60083866946223,94,3253,1888,19121,2963,1757,17441,65,36,334,225,131,1346,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1674.71428571429,NA
"515",2021-09-21,1998035,440680,858342,6483,636,NA,163,124,141,37,24,NA,1557355,NA,NA,NA,12163,18486,NA,NA,30649,40434,1.57293366968393,82,3313,1919,19397,3017,1792,17825,65,36,338,231,127,1234,NA,NA,NA,NA,NA,NA,NA,1830.5,275424,25427,0.092319478,1365,69,1214,276,611,26,0.050549451,0.227347611,0.042553191,NA,NA,NA,NA,NA,NA,NA,NA,6094621,476342,1642260,355774,357468,83212,1998034,440680,51198,3472,10568,3987,2518,795,14555,3313,35991,2025,6167,2145,1355,564,8312,1919,277405,21239,78938,6208,18436,961,85146,19397,7,1737.57142857143,NA
"516",2021-09-22,0,0,858342,NA,638,NA,161,101,139,38,18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3313,1919,19397,3017,1792,17825,65,36,338,231,127,1234,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"520",2021-09-28,2023941,451492,858342,6563,624,NA,157,92,109,26,10,26,1572449,NA,NA,NA,10812,15094,NA,NA,25906,42404,1.47155928685973,80,3389,1965,19654,3074,1811,18185,66,37,344,249,154,1125,NA,NA,NA,NA,NA,NA,NA,1708.5,255181,15352,0.060161219,1564,81,914,257,553,45,0.051790281,0.281181619,0.081374322,NA,NA,NA,NA,NA,NA,NA,NA,6214356,488033,1661111,362829,365253,86239,2023940,451492,52762,3553,10683,4036,2566,823,14719,3389,36544,2070,6229,2172,1383,582,8401,1965,281233,21510,79884,6176,18686,968,86060,19654,6,1802,NA
"524",2021-10-05,2047057,461352,858342,6651,626,NA,141,92,125,20,27,14,1585705,NA,NA,NA,Inf,13256,NA,NA,23116,43656,1.43393806120579,Inf,3469,2000,19873,3120,1826,18499,66,37,345,283,174,1029,NA,NA,NA,NA,NA,NA,NA,Inf,111178,2828,0.025436687,1362,80,320,219,514,40,0.058737151,0.684375,0.077821012,NA,NA,NA,NA,NA,NA,NA,NA,6325534,498638,1676381,370676,371936,89416,2047057,461352,54124,3633,10757,4100,2611,858,14857,3469,37058,2110,6249,2242,1395,605,8491,2000,285030,21743,80154,6226,18898,975,86380,19873,7,Inf,Inf
"529",2021-10-12,2067504,469519,858342,6748,598,NA,150,89,120,21,16,16,1597985,NA,NA,NA,8167,12280,NA,NA,20447,38886,1.53782852440467,97,3538,2032,20130,3205,1855,18833,67,37,355,266,177,942,NA,NA,NA,NA,NA,NA,NA,8887,105325,2352,0.022330881,1235,75,1183,257,685,32,0.060728745,0.217244294,0.046715328,NA,NA,NA,NA,NA,NA,NA,NA,6430859,507525,1690447,377057,377767,91752,2067504,469519,55359,3708,10844,4157,2660,878,15001,3538,37743,2142,6284,2290,1415,617,8574,2032,289232,22028,81275,6288,19131,999,87563,20130,7,1166.71428571429,75
"532",2021-10-19,2081486,476388,858342,6848,557,NA,142,59,112,20,10,10,1605098,NA,NA,NA,6869,7113,NA,NA,13982,33931,1.64156670890926,100,3571,2066,20335,3258,1889,19096,68,38,358,245,177,881,NA,NA,NA,NA,NA,NA,NA,7345,96169,2385,0.024800092,854,26,746,205,647,27,0.030444965,0.274798928,0.041731066,NA,NA,NA,NA,NA,NA,NA,NA,6527028,514870,1702191,382924,382589,93837,2085115,476426,56213,3734,10926,4188,2683,888,15114,3571,38390,2169,6289,2365,1426,640,8654,2066,293269,22254,81869,6440,19314,1021,88309,20335,7,981.285714285714,26
"536",2021-10-26,2103628,483409,858342,6965,531,NA,129,76,119,27,16,16,1620219,NA,NA,NA,7021,15121,NA,NA,22142,30388,1.747400289588,117,3610,2111,20474,3324,1927,19326,68,39,363,218,184,785,NA,NA,NA,NA,NA,NA,NA,7551,96148,2499,0.02599118,836,43,663,139,688,52,0.051435407,0.209653092,0.075581395,NA,NA,NA,NA,NA,NA,NA,NA,6623176,522421,1715262,388366,387534,95875,2103628,483409,57049,3777,11014,4234,2710,900,15248,3610,39078,2221,6345,2398,1447,664,8743,2111,29519,22403,82472,6500,19445,1029,88972,20474,7,1003,43
"539",2021-11-02,2122233,491052,858342,7069,483,NA,111,75,102,22,15,15,1631181,NA,NA,NA,7643,10962,NA,NA,18605,28098,1.71898355754858,104,3661,2152,20978,3412,1964,19769,70,39,364,179,188,845,NA,NA,NA,NA,NA,NA,NA,8186,98333,2510,0.02552551,1044,61,1330,504,570,47,0.058429119,0.378947368,0.08245614,NA,NA,NA,NA,NA,NA,NA,NA,6721509,530607,1725721,396512,392492,98560,2122233,491052,58093,3838,11074,4305,2734,927,15379,3661,39648,2268,6386,2457,1463,689,8843,2152,301533,22958,82112,8190,19604,1374,90302,20978,7,1091.85714285714,61
"543",2021-11-09,2139875,499279,858342,7166,524,NA,113,92,125,17,19,NA,1640596,NA,NA,NA,8227,9415,NA,NA,17642,26564,1.97259448878181,97,3736,2198,21295,3481,1997,20086,71,41,368,184,201,841,1,NA,NA,NA,NA,NA,NA,8802,92639,2210,0.023856043,910,73,12079,299,682,43,0.08021978,0.024753705,0.063049853,NA,NA,NA,NA,NA,NA,NA,NA,6814148,539409,1737725,402150,398283,100996,2139875,499279,59003,3911,11156,4352,2785,949,15508,3734,40330,2311,6368,2556,1481,713,8924,2194,304625,23264,82545,19836,19836,1441,102381,21277,7,1175.28571428571,73
"547",2021-11-16,2161248,509251,858342,7268,544,NA,123,99,131,24,21,NA,1651997,NA,NA,NA,9972,11401,NA,NA,21373,29659,1.83418186722411,102,3855,2267,21654,3513,2033,20301,71,42,371,271,234,982,3,NA,NA,NA,NA,NA,NA,9827,101767,2650,0.026039875,1141,122,10620,345,901,79,0.106923751,0.032485876,0.087680355,NA,NA,NA,NA,NA,NA,NA,NA,6915915,549236,1751420,408253,404827,103686,2159673,508513,60144,4033,11242,4426,2857,993,15668,3850,41231,2390,6453,2590,1528,739,9043,2267,308234,23631,83038,8723,20092,1530,91761,21622,7,1424.57142857143,122
"551",2021-11-23,2180808,519894,858342,7354,623,NA,146,109,158,29,21,NA,1660914,NA,NA,NA,10643,8917,NA,NA,19560,33549,1.85698530507616,86,3956,2331,22004,3546,2074,20456,72,44,378,338,257,1170,NA,NA,NA,NA,NA,NA,NA,11244,105855,2599,0.024552454,1142,102,9807,352,956,57,0.089316988,0.03589273,0.059623431,NA,NA,NA,NA,NA,NA,NA,NA,7021770,560480,1766164,414644,412441,106418,2180808,518859,61286,4135,11345,4508,2926,1027,15853,3953,42187,2447,6516,2633,1559,768,9149,2327,312063,24022,83640,8934,20377,1597,92574,21974,7,1520.42857142857,102
"555",2021-11-30,2199477,529383,858342,7445,721,NA,172,125,190,33,31,NA,1670094,NA,NA,NA,9489,9180,NA,NA,18669,42917,1.67998695155766,91,4043,2376,22356,3605,2116,20683,73,46,378,365,260,1295,NA,NA,NA,NA,NA,NA,NA,10101,88809,3507,0.039489241,1059,100,9181,360,691,56,0.094428706,0.039211415,0.081041968,NA,NA,NA,NA,NA,NA,NA,NA,7110579,570581,1776863,420624,418977,109244,2197487,528221,62345,4235,11439,4554,2981,1057,15993,4038,42878,2503,6534,2700,1573,800,9234,2373,315680,24422,84011,9189,20648,1686,93200,22334,7,1355.57142857143,100
"559",2021-12-07,2222001,542422,858342,7550,777,NA,185,133,199,43,37,NA,1679579,NA,NA,NA,13039,9485,NA,NA,22524,47068,1.65080309339679,105,4113,2441,22916,3686,2169,20999,74,47,387,353,272,1530,NA,NA,NA,NA,NA,NA,NA,13806,116573,3214,0.027570707,990,88,8335,543,770,64,0.088888889,0.065146971,0.083116883,NA,NA,NA,NA,NA,NA,NA,NA,7227152,584387,1790502,428972,428077,112956,2219474,541033,63335,4323,11507,4589,3024,1084,16096,4108,43648,2567,6589,2731,1608,827,9320,2435,320371,25012,84547,9499,21073,1804,94046,22877,7,1862.71428571429,88
"561",2021-12-09,2228187,545804,858342,NA,806,NA,179,132,225,40,36,NA,1682383,NA,NA,NA,3382,2804,NA,NA,6186,39952,2.0174209050861,105,4144,2461,23080,3721,2187,21098,74,47,387,349,274,1595,NA,NA,NA,NA,NA,NA,NA,5058,47557,5058,0.106356583,562,24,7973,203,360,36,0.042704626,0.025460931,0.1,NA,NA,NA,NA,NA,NA,NA,NA,7274709,589445,1796176,432010,431432,114372,2228186,545804,63897,4347,11548,4622,3048,1096,16170,4144,44008,2603,6584,2771,1625,836,9355,2461,322177,25229,84752,9656,21230,1850,94408,23080,2,1691,24
"564",2021-12-14,2241518,552898,858342,7680,823,NA,173,110,231,33,26,NA,1688620,NA,NA,NA,7094,6237,NA,NA,13331,48049,1.71283481446024,130,4218,2502,23329,3799,2237,21331,74,47,394,345,265,1604,NA,NA,NA,NA,NA,NA,NA,7848,74421,3785,0.0508593,622,77,7402,249,424,43,0.123794212,0.033639557,0.101415094,NA,NA,NA,NA,NA,NA,NA,NA,7349130,597293,1804739,436778,436470,116428,2241517,552898,64519,4424,11606,4671,3087,1131,16277,4218,44432,2646,6620,2796,1641,861,9416,2502,325314,25504,85167,9812,21419,1910,94979,23329,5,1418.8,77
"568",2021-12-21,2261469,563279,858342,7799,747,NA,158,132,203,32,38,NA,1698190,NA,NA,NA,10381,9570,NA,NA,19951,48428,1.54249607664987,119,4297,2534,23772,3904,2289,21683,74,47,397,319,245,1692,NA,NA,NA,NA,NA,NA,NA,10629,99023,2648,0.026741262,946,86,2899,2955,602,34,0.090909091,1.019317006,0.056478405,NA,NA,NA,NA,NA,NA,NA,NA,7448153,607922,1816219,443597,443177,119286,2259816,562463,65465,4510,11687,4745,3134,1157,16432,4291,45034,2680,6612,2867,1657,874,9479,2531,327834,28639,92218,13062,23361,2923,105280,26284,7,1483,86
"572",2021-12-28,2280864,574513,858342,7858,711,NA,165,128,213,42,39,NA,1706351,NA,NA,NA,11234,8161,NA,NA,19395,49796,1.42782552815487,59,4369,2572,24320,3973,2334,22120,74,48,399,322,238,1801,NA,NA,NA,NA,NA,NA,NA,12036,110489,3108,0.028129497,802,83,2899,2035,546,35,0.103491272,0.701966195,0.064102564,NA,NA,NA,NA,NA,NA,NA,NA,7558642,619958,1828357,450304,150434,122598,2278661,273032,66267,4593,11720,4824,3167,1196,16544,4363,45580,2715,6648,2910,1681,891,9558,2572,334664,26458,85997,10595,22038,2211,96592,24249,7,1604.85714285714,83
"576",2022-01-04,2303834,594588,858342,8019,792,NA,161,157,210,32,39,NA,1709246,NA,NA,NA,20075,2895,NA,NA,22970,59681,1.32705551180443,161,4483,2617,25478,4031,2400,22503,75,48,406,377,217,2569,NA,NA,NA,NA,NA,NA,NA,21769,128893,6317,0.049009644,989,119,2899,916,759,49,0.120323559,0.315971024,0.06455863,NA,NA,NA,NA,NA,NA,NA,NA,7687535,641727,1841052,460222,463366,128662,2301274,592028,67256,4712,11783,4916,3229,1243,16699,4472,46339,2764,6684,2947,1705,904,9631,2609,340579,27891,86406,11209,22815,2553,97615,25368,7,2867.85714285714,119
"580",2022-01-11,2332637,626336,858342,8201,923,NA,178,176,202,33,29,NA,1706301,NA,NA,NA,31748,-50,NA,NA,28803,85855,1.07506842932852,182,4683,2704,27397,4095,2438,22543,75,48,417,513,266,4437,NA,NA,NA,NA,NA,NA,NA,40843,179095,11407,0.063692454,1391,259,2899,1113,980,106,0.186196981,0.383925492,0.108163265,NA,NA,NA,NA,NA,NA,NA,NA,7866630,682570,1861933,470703,487949,138387,2332636,626336,68647,4971,11909,5018,3371,1312,16927,4683,47319,2870,6722,3012,1755,949,9734,2704,348938,30347,87677,11461,24503,2894,99138,27397,7,4535.42857142857,259
"584",2022-01-18,2363681,664910,858342,8317,991,NA,182,166,230,36,39,NA,1698771,NA,NA,NA,38574,-7580,NA,NA,31044,118345,0.837382229920994,116,4895,2813,29093,4142,2462,22752,77,48,421,676,351,5920,NA,NA,NA,NA,NA,NA,NA,46221,184952,10090,0.054554695,1773,272,2899,1696,1001,141,0.153412296,0.58502932,0.140859141,NA,NA,NA,NA,NA,NA,NA,NA,8051582,728791,1881638,482042,516241,148669,2363680,664910,70420,5243,12010,5115,3511,1384,17125,4895,48320,3011,6754,3062,1815,998,9816,2813,356846,32480,89035,11444,26057,3036,100479,29093,7,5510.57142857143,272
"588",2022-01-25,2391006,699859,858342,8501,929,NA,165,172,177,27,40,NA,1691147,NA,NA,NA,34949,-15204,NA,NA,27325,145344,0.639173271686482,184,5130,2976,30511,4196,2485,23106,77,48,426,857,491,6979,NA,NA,NA,NA,NA,NA,NA,42569,178058,9618,0.054016107,1755,302,2899,1418,1247,185,0.172079772,0.489134184,0.148356055,NA,NA,NA,NA,NA,NA,NA,NA,8229640,771360,1899032,4919473,541382,158477,6818505,699859,72175,5545,12122,5206,3667,1463,17328,5130,49567,3196,6822,3128,1899,1077,9950,2976,363801,34259,90213,11400,27356,3155,101613,30511,7,4992.71428571429,302
"592",2022-02-01,2411824,722589,858342,8657,794,NA,109,139,147,13,32,NA,1689235,NA,NA,NA,22730,-17116,NA,NA,20818,146480,0.54205352266521,156,5258,3057,31394,4330,2523,24503,78,48,438,850,534,6453,NA,NA,NA,NA,NA,NA,NA,27944,143538,4452,0.031016177,1207,154,2860,883,835,105,0.127589064,0.308741259,0.125748503,NA,NA,NA,NA,NA,NA,NA,NA,8373178,799304,1911461,500562,557757,164832,2412023,722589,73382,5699,12194,5258,3747,1511,17452,5258,50402,3301,6861,3166,1949,1108,10027,3057,369170,35350,91074,11346,28176,3218,102420,31394,7,3247.14285714286,154
"596",2022-02-08,2427275,735422,858342,8829,617,NA,96,99,106,15,18,NA,1691853,NA,NA,NA,12833,NA,NA,NA,15451,110302,0.559373356784102,172,5351,3114,31897,4560,2629,26875,79,49,445,712,485,4577,NA,NA,NA,NA,NA,NA,NA,15902,119397,3542,0.029665737,1301,135,2267,503,748,69,0.103766334,0.221879135,0.092245989,NA,NA,NA,NA,NA,NA,NA,NA,8492575,815206,1921825,505449,567111,168311,2427274,735422,74683,5834,12253,5308,3810,1541,17561,5351,51150,3370,6899,3188,1979,1135,10087,3114,373605,35947,91661,11352,28627,3270,103013,31897,7,1833.28571428571,135
"598",2022-02-15,NA,743285,858342,8948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7863,NA,NA,NA,NA,NA,NA,119,5401,3154,32214,4895,2813,29093,79,51,449,427,341,2672,NA,NA,NA,NA,NA,NA,NA,17663,NA,10131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,832869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1123.28571428571,135
"599",2022-02-22,NA,747702,858342,9085,345,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,4417,NA,NA,NA,NA,NA,NA,137,5442,3174,32381,5130,2976,30511,79,51,454,233,198,1416,NA,NA,NA,NA,NA,NA,NA,5854,NA,5854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,838723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,631,135
"600",2022-03-01,NA,754511,858342,9171,202,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,6809,NA,NA,NA,NA,NA,NA,86,5452,3185,32500,5179,3057,30937,79,52,457,194,128,1106,NA,NA,NA,NA,NA,NA,NA,5854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,972.714285714286,135
"601",2022-03-08,NA,756257,858342,9262,154,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1746,NA,NA,NA,NA,NA,NA,91,5465,3195,32562,5272,3062,31434,79,52,463,114,133,665,NA,NA,NA,NA,NA,NA,NA,5854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,249.428571428571,135
"602",2022-03-15,NA,757265,858342,9349,112,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1008,NA,NA,NA,NA,NA,NA,87,5472,3200,32608,5321,3102,31749,80,52,465,71,98,394,NA,NA,NA,NA,NA,NA,NA,5854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,144,135
"603",2022-03-22,NA,757985,858342,9402,67,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,NA,NA,NA,NA,NA,NA,53,5480,3209,32658,5361,3121,31914,81,53,467,38,88,277,NA,NA,NA,NA,NA,NA,NA,5854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,102.857142857143,135
